AGE,COUNT,EVENT_TYPE,POPULATION,RACE,RATE,SEX,SITE,YEAR
55-59,478.0,Mortality,6765034,All Races,7.1,Female,Leukemias,1999
55-59,920.0,Incidence,6680872,All Races,13.8,Female,Leukemias,1999
55-59,257.0,Mortality,6765034,All Races,3.8,Female,Liver and Intrahepatic Bile Duct,1999
55-59,281.0,Incidence,6680872,All Races,4.2,Female,Liver and Intrahepatic Bile Duct,1999
55-59,4697.0,Mortality,6765034,All Races,69.4,Female,Lung and Bronchus,1999
55-59,7137.0,Incidence,6680872,All Races,106.8,Female,Lung and Bronchus,1999
55-59,190.0,Mortality,6765034,All Races,2.8,Female,Melanomas of the Skin,1999
55-59,1332.0,Incidence,6680872,All Races,19.9,Female,Melanomas of the Skin,1999
55-59,37.0,Mortality,6765034,All Races,0.5,Female,Mesothelioma,1999
55-59,46.0,Incidence,6680872,All Races,0.7,Female,Mesothelioma,1999
55-59,308.0,Mortality,6765034,All Races,4.6,Female,Myeloma,1999
55-59,567.0,Incidence,6680872,All Races,8.5,Female,Myeloma,1999
55-59,563.0,Mortality,6765034,All Races,8.3,Female,Non-Hodgkin Lymphoma,1999
55-59,1966.0,Incidence,6680872,All Races,29.4,Female,Non-Hodgkin Lymphoma,1999
55-59,185.0,Mortality,6765034,All Races,2.7,Female,Oral Cavity and Pharynx,1999
55-59,910.0,Incidence,6680872,All Races,13.6,Female,Oral Cavity and Pharynx,1999
55-59,1081.0,Mortality,6765034,All Races,16.0,Female,Ovary,1999
55-59,2101.0,Incidence,6680872,All Races,31.4,Female,Ovary,1999
55-59,835.0,Mortality,6765034,All Races,12.3,Female,Pancreas,1999
55-59,891.0,Incidence,6680872,All Races,13.3,Female,Pancreas,1999
55-59,250.0,Mortality,6765034,All Races,3.7,Female,Stomach,1999
55-59,443.0,Incidence,6680872,All Races,6.6,Female,Stomach,1999
55-59,53.0,Mortality,6765034,All Races,0.8,Female,Thyroid,1999
55-59,998.0,Incidence,6680872,All Races,14.9,Female,Thyroid,1999
55-59,118.0,Mortality,6765034,All Races,1.7,Female,Urinary Bladder,1999
55-59,1032.0,Incidence,6680872,All Races,15.4,Female,Urinary Bladder,1999
60-64,22488.0,Mortality,5613729,All Races,400.6,Female,All Cancer Sites Combined,1999
60-64,60695.0,Incidence,5538848,All Races,1095.8,Female,All Cancer Sites Combined,1999
60-64,500.0,Mortality,5613729,All Races,8.9,Female,Brain and Other Nervous System,1999
60-64,616.0,Incidence,5538848,All Races,11.1,Female,Brain and Other Nervous System,1999
60-64,376.0,Mortality,5613729,All Races,6.7,Female,Cervix,1999
60-64,924.0,Incidence,5538848,All Races,16.7,Female,Cervix,1999
60-64,1956.0,Mortality,5613729,All Races,34.8,Female,Colon and Rectum,1999
60-64,6077.0,Incidence,5538848,All Races,109.7,Female,Colon and Rectum,1999
60-64,592.0,Mortality,5613729,All Races,10.5,Female,"Corpus and Uterus, NOS",1999
60-64,4456.0,Incidence,5538848,All Races,80.4,Female,"Corpus and Uterus, NOS",1999
60-64,280.0,Mortality,5613729,All Races,5.0,Female,Esophagus,1999
60-64,322.0,Incidence,5538848,All Races,5.8,Female,Esophagus,1999
60-64,3683.0,Mortality,5613729,All Races,65.6,Female,Female Breast,1999
60-64,20646.0,Incidence,5538848,All Races,372.7,Female,Female Breast,1999
60-64,4456.0,Incidence,5538848,All Races,80.4,Female,"Female Breast, <i>in situ</i>",1999
60-64,30.0,Mortality,5613729,All Races,0.5,Female,Hodgkin Lymphoma,1999
60-64,146.0,Incidence,5538848,All Races,2.6,Female,Hodgkin Lymphoma,1999
60-64,349.0,Mortality,5613729,All Races,6.2,Female,Kidney and Renal Pelvis,1999
60-64,1372.0,Incidence,5538848,All Races,24.8,Female,Kidney and Renal Pelvis,1999
60-64,98.0,Mortality,5613729,All Races,1.7,Female,Larynx,1999
60-64,385.0,Incidence,5538848,All Races,7.0,Female,Larynx,1999
60-64,554.0,Mortality,5613729,All Races,9.9,Female,Leukemias,1999
60-64,1090.0,Incidence,5538848,All Races,19.7,Female,Leukemias,1999
60-64,369.0,Mortality,5613729,All Races,6.6,Female,Liver and Intrahepatic Bile Duct,1999
60-64,391.0,Incidence,5538848,All Races,7.1,Female,Liver and Intrahepatic Bile Duct,1999
60-64,6625.0,Mortality,5613729,All Races,118.0,Female,Lung and Bronchus,1999
60-64,9662.0,Incidence,5538848,All Races,174.4,Female,Lung and Bronchus,1999
60-64,222.0,Mortality,5613729,All Races,4.0,Female,Melanomas of the Skin,1999
60-64,1241.0,Incidence,5538848,All Races,22.4,Female,Melanomas of the Skin,1999
60-64,42.0,Mortality,5613729,All Races,0.7,Female,Mesothelioma,1999
60-64,57.0,Incidence,5538848,All Races,1.0,Female,Mesothelioma,1999
60-64,393.0,Mortality,5613729,All Races,7.0,Female,Myeloma,1999
60-64,696.0,Incidence,5538848,All Races,12.6,Female,Myeloma,1999
60-64,744.0,Mortality,5613729,All Races,13.3,Female,Non-Hodgkin Lymphoma,1999
60-64,2177.0,Incidence,5538848,All Races,39.3,Female,Non-Hodgkin Lymphoma,1999
60-64,200.0,Mortality,5613729,All Races,3.6,Female,Oral Cavity and Pharynx,1999
60-64,975.0,Incidence,5538848,All Races,17.6,Female,Oral Cavity and Pharynx,1999
60-64,1345.0,Mortality,5613729,All Races,24.0,Female,Ovary,1999
60-64,2201.0,Incidence,5538848,All Races,39.7,Female,Ovary,1999
60-64,1151.0,Mortality,5613729,All Races,20.5,Female,Pancreas,1999
60-64,1183.0,Incidence,5538848,All Races,21.4,Female,Pancreas,1999
60-64,358.0,Mortality,5613729,All Races,6.4,Female,Stomach,1999
60-64,570.0,Incidence,5538848,All Races,10.3,Female,Stomach,1999
60-64,62.0,Mortality,5613729,All Races,1.1,Female,Thyroid,1999
60-64,830.0,Incidence,5538848,All Races,15.0,Female,Thyroid,1999
60-64,193.0,Mortality,5613729,All Races,3.4,Female,Urinary Bladder,1999
60-64,1264.0,Incidence,5538848,All Races,22.8,Female,Urinary Bladder,1999
65-69,29499.0,Mortality,5141988,All Races,573.7,Female,All Cancer Sites Combined,1999
65-69,71520.0,Incidence,5073442,All Races,1409.7,Female,All Cancer Sites Combined,1999
65-69,640.0,Mortality,5141988,All Races,12.4,Female,Brain and Other Nervous System,1999
65-69,744.0,Incidence,5073442,All Races,14.7,Female,Brain and Other Nervous System,1999
65-69,350.0,Mortality,5141988,All Races,6.8,Female,Cervix,1999
65-69,827.0,Incidence,5073442,All Races,16.3,Female,Cervix,1999
65-69,2659.0,Mortality,5141988,All Races,51.7,Female,Colon and Rectum,1999
65-69,8552.0,Incidence,5073442,All Races,168.6,Female,Colon and Rectum,1999
65-69,835.0,Mortality,5141988,All Races,16.2,Female,"Corpus and Uterus, NOS",1999
65-69,4688.0,Incidence,5073442,All Races,92.4,Female,"Corpus and Uterus, NOS",1999
65-69,343.0,Mortality,5141988,All Races,6.7,Female,Esophagus,1999
65-69,448.0,Incidence,5073442,All Races,8.8,Female,Esophagus,1999
65-69,4100.0,Mortality,5141988,All Races,79.7,Female,Female Breast,1999
65-69,21398.0,Incidence,5073442,All Races,421.8,Female,Female Breast,1999
65-69,4389.0,Incidence,5073442,All Races,86.5,Female,"Female Breast, <i>in situ</i>",1999
65-69,48.0,Mortality,5141988,All Races,0.9,Female,Hodgkin Lymphoma,1999
65-69,144.0,Incidence,5073442,All Races,2.8,Female,Hodgkin Lymphoma,1999
65-69,480.0,Mortality,5141988,All Races,9.3,Female,Kidney and Renal Pelvis,1999
65-69,1598.0,Incidence,5073442,All Races,31.5,Female,Kidney and Renal Pelvis,1999
65-69,126.0,Mortality,5141988,All Races,2.5,Female,Larynx,1999
65-69,435.0,Incidence,5073442,All Races,8.6,Female,Larynx,1999
65-69,811.0,Mortality,5141988,All Races,15.8,Female,Leukemias,1999
65-69,1325.0,Incidence,5073442,All Races,26.1,Female,Leukemias,1999
65-69,517.0,Mortality,5141988,All Races,10.1,Female,Liver and Intrahepatic Bile Duct,1999
65-69,554.0,Incidence,5073442,All Races,10.9,Female,Liver and Intrahepatic Bile Duct,1999
65-69,9046.0,Mortality,5141988,All Races,175.9,Female,Lung and Bronchus,1999
65-69,12829.0,Incidence,5073442,All Races,252.9,Female,Lung and Bronchus,1999
65-69,265.0,Mortality,5141988,All Races,5.2,Female,Melanomas of the Skin,1999
65-69,1345.0,Incidence,5073442,All Races,26.5,Female,Melanomas of the Skin,1999
65-69,53.0,Mortality,5141988,All Races,1.0,Female,Mesothelioma,1999
65-69,76.0,Incidence,5073442,All Races,1.5,Female,Mesothelioma,1999
65-69,600.0,Mortality,5141988,All Races,11.7,Female,Myeloma,1999
65-69,933.0,Incidence,5073442,All Races,18.4,Female,Myeloma,1999
65-69,1086.0,Mortality,5141988,All Races,21.1,Female,Non-Hodgkin Lymphoma,1999
65-69,2865.0,Incidence,5073442,All Races,56.5,Female,Non-Hodgkin Lymphoma,1999
65-69,260.0,Mortality,5141988,All Races,5.1,Female,Oral Cavity and Pharynx,1999
65-69,1111.0,Incidence,5073442,All Races,21.9,Female,Oral Cavity and Pharynx,1999
65-69,1626.0,Mortality,5141988,All Races,31.6,Female,Ovary,1999
65-69,2288.0,Incidence,5073442,All Races,45.1,Female,Ovary,1999
65-69,1656.0,Mortality,5141988,All Races,32.2,Female,Pancreas,1999
65-69,1707.0,Incidence,5073442,All Races,33.6,Female,Pancreas,1999
65-69,466.0,Mortality,5141988,All Races,9.1,Female,Stomach,1999
65-69,812.0,Incidence,5073442,All Races,16.0,Female,Stomach,1999
65-69,69.0,Mortality,5141988,All Races,1.3,Female,Thyroid,1999
65-69,661.0,Incidence,5073442,All Races,13.0,Female,Thyroid,1999
65-69,277.0,Mortality,5141988,All Races,5.4,Female,Urinary Bladder,1999
65-69,1821.0,Incidence,5073442,All Races,35.9,Female,Urinary Bladder,1999
70-74,38295.0,Mortality,4983436,All Races,768.4,Female,All Cancer Sites Combined,1999
70-74,82587.0,Incidence,4918966,All Races,1679.0,Female,All Cancer Sites Combined,1999
70-74,751.0,Mortality,4983436,All Races,15.1,Female,Brain and Other Nervous System,1999
70-74,902.0,Incidence,4918966,All Races,18.3,Female,Brain and Other Nervous System,1999
70-74,346.0,Mortality,4983436,All Races,6.9,Female,Cervix,1999
70-74,745.0,Incidence,4918966,All Races,15.1,Female,Cervix,1999
70-74,3702.0,Mortality,4983436,All Races,74.3,Female,Colon and Rectum,1999
70-74,10804.0,Incidence,4918966,All Races,219.6,Female,Colon and Rectum,1999
70-74,972.0,Mortality,4983436,All Races,19.5,Female,"Corpus and Uterus, NOS",1999
70-74,4504.0,Incidence,4918966,All Races,91.6,Female,"Corpus and Uterus, NOS",1999
70-74,426.0,Mortality,4983436,All Races,8.5,Female,Esophagus,1999
70-74,525.0,Incidence,4918966,All Races,10.7,Female,Esophagus,1999
70-74,4906.0,Mortality,4983436,All Races,98.4,Female,Female Breast,1999
70-74,22969.0,Incidence,4918966,All Races,466.9,Female,Female Breast,1999
70-74,4274.0,Incidence,4918966,All Races,86.9,Female,"Female Breast, <i>in situ</i>",1999
70-74,75.0,Mortality,4983436,All Races,1.5,Female,Hodgkin Lymphoma,1999
70-74,174.0,Incidence,4918966,All Races,3.5,Female,Hodgkin Lymphoma,1999
70-74,638.0,Mortality,4983436,All Races,12.8,Female,Kidney and Renal Pelvis,1999
70-74,1875.0,Incidence,4918966,All Races,38.1,Female,Kidney and Renal Pelvis,1999
70-74,165.0,Mortality,4983436,All Races,3.3,Female,Larynx,1999
70-74,403.0,Incidence,4918966,All Races,8.2,Female,Larynx,1999
70-74,1162.0,Mortality,4983436,All Races,23.3,Female,Leukemias,1999
70-74,1782.0,Incidence,4918966,All Races,36.2,Female,Leukemias,1999
70-74,690.0,Mortality,4983436,All Races,13.8,Female,Liver and Intrahepatic Bile Duct,1999
70-74,653.0,Incidence,4918966,All Races,13.3,Female,Liver and Intrahepatic Bile Duct,1999
70-74,11498.0,Mortality,4983436,All Races,230.7,Female,Lung and Bronchus,1999
70-74,15109.0,Incidence,4918966,All Races,307.2,Female,Lung and Bronchus,1999
70-74,291.0,Mortality,4983436,All Races,5.8,Female,Melanomas of the Skin,1999
70-74,1400.0,Incidence,4918966,All Races,28.5,Female,Melanomas of the Skin,1999
70-74,78.0,Mortality,4983436,All Races,1.6,Female,Mesothelioma,1999
70-74,108.0,Incidence,4918966,All Races,2.2,Female,Mesothelioma,1999
70-74,855.0,Mortality,4983436,All Races,17.2,Female,Myeloma,1999
70-74,1130.0,Incidence,4918966,All Races,23.0,Female,Myeloma,1999
70-74,1586.0,Mortality,4983436,All Races,31.8,Female,Non-Hodgkin Lymphoma,1999
70-74,3445.0,Incidence,4918966,All Races,70.0,Female,Non-Hodgkin Lymphoma,1999
70-74,328.0,Mortality,4983436,All Races,6.6,Female,Oral Cavity and Pharynx,1999
70-74,1273.0,Incidence,4918966,All Races,25.9,Female,Oral Cavity and Pharynx,1999
70-74,1986.0,Mortality,4983436,All Races,39.9,Female,Ovary,1999
70-74,2564.0,Incidence,4918966,All Races,52.1,Female,Ovary,1999
70-74,2290.0,Mortality,4983436,All Races,46.0,Female,Pancreas,1999
70-74,2470.0,Incidence,4918966,All Races,50.2,Female,Pancreas,1999
70-74,681.0,Mortality,4983436,All Races,13.7,Female,Stomach,1999
70-74,1093.0,Incidence,4918966,All Races,22.2,Female,Stomach,1999
70-74,81.0,Mortality,4983436,All Races,1.6,Female,Thyroid,1999
70-74,571.0,Incidence,4918966,All Races,11.6,Female,Thyroid,1999
70-74,514.0,Mortality,4983436,All Races,10.3,Female,Urinary Bladder,1999
70-74,2503.0,Incidence,4918966,All Races,50.9,Female,Urinary Bladder,1999
75-79,41690.0,Mortality,4331221,All Races,962.5,Female,All Cancer Sites Combined,1999
75-79,81016.0,Incidence,4276338,All Races,1894.5,Female,All Cancer Sites Combined,1999
75-79,758.0,Mortality,4331221,All Races,17.5,Female,Brain and Other Nervous System,1999
75-79,843.0,Incidence,4276338,All Races,19.7,Female,Brain and Other Nervous System,1999
75-79,345.0,Mortality,4331221,All Races,8.0,Female,Cervix,1999
75-79,651.0,Incidence,4276338,All Races,15.2,Female,Cervix,1999
75-79,4623.0,Mortality,4331221,All Races,106.7,Female,Colon and Rectum,1999
75-79,12611.0,Incidence,4276338,All Races,294.9,Female,Colon and Rectum,1999
75-79,1061.0,Mortality,4331221,All Races,24.5,Female,"Corpus and Uterus, NOS",1999
75-79,3915.0,Incidence,4276338,All Races,91.6,Female,"Corpus and Uterus, NOS",1999
75-79,456.0,Mortality,4331221,All Races,10.5,Female,Esophagus,1999
75-79,522.0,Incidence,4276338,All Races,12.2,Female,Esophagus,1999
75-79,5084.0,Mortality,4331221,All Races,117.4,Female,Female Breast,1999
75-79,20927.0,Incidence,4276338,All Races,489.4,Female,Female Breast,1999
75-79,3546.0,Incidence,4276338,All Races,82.9,Female,"Female Breast, <i>in situ</i>",1999
75-79,80.0,Mortality,4331221,All Races,1.8,Female,Hodgkin Lymphoma,1999
75-79,155.0,Incidence,4276338,All Races,3.6,Female,Hodgkin Lymphoma,1999
75-79,680.0,Mortality,4331221,All Races,15.7,Female,Kidney and Renal Pelvis,1999
75-79,1828.0,Incidence,4276338,All Races,42.7,Female,Kidney and Renal Pelvis,1999
75-79,132.0,Mortality,4331221,All Races,3.0,Female,Larynx,1999
75-79,261.0,Incidence,4276338,All Races,6.1,Female,Larynx,1999
75-79,1459.0,Mortality,4331221,All Races,33.7,Female,Leukemias,1999
75-79,1996.0,Incidence,4276338,All Races,46.7,Female,Leukemias,1999
75-79,811.0,Mortality,4331221,All Races,18.7,Female,Liver and Intrahepatic Bile Duct,1999
75-79,732.0,Incidence,4276338,All Races,17.1,Female,Liver and Intrahepatic Bile Duct,1999
75-79,11091.0,Mortality,4331221,All Races,256.1,Female,Lung and Bronchus,1999
75-79,13540.0,Incidence,4276338,All Races,316.6,Female,Lung and Bronchus,1999
75-79,349.0,Mortality,4331221,All Races,8.1,Female,Melanomas of the Skin,1999
75-79,1357.0,Incidence,4276338,All Races,31.7,Female,Melanomas of the Skin,1999
75-79,94.0,Mortality,4331221,All Races,2.2,Female,Mesothelioma,1999
75-79,104.0,Incidence,4276338,All Races,2.4,Female,Mesothelioma,1999
75-79,953.0,Mortality,4331221,All Races,22.0,Female,Myeloma,1999
75-79,1190.0,Incidence,4276338,All Races,27.8,Female,Myeloma,1999
75-79,1957.0,Mortality,4331221,All Races,45.2,Female,Non-Hodgkin Lymphoma,1999
75-79,3564.0,Incidence,4276338,All Races,83.3,Female,Non-Hodgkin Lymphoma,1999
75-79,388.0,Mortality,4331221,All Races,9.0,Female,Oral Cavity and Pharynx,1999
75-79,1182.0,Incidence,4276338,All Races,27.6,Female,Oral Cavity and Pharynx,1999
75-79,2143.0,Mortality,4331221,All Races,49.5,Female,Ovary,1999
75-79,2435.0,Incidence,4276338,All Races,56.9,Female,Ovary,1999
75-79,2650.0,Mortality,4331221,All Races,61.2,Female,Pancreas,1999
75-79,2651.0,Incidence,4276338,All Races,62.0,Female,Pancreas,1999
75-79,814.0,Mortality,4331221,All Races,18.8,Female,Stomach,1999
75-79,1251.0,Incidence,4276338,All Races,29.3,Female,Stomach,1999
75-79,128.0,Mortality,4331221,All Races,3.0,Female,Thyroid,1999
75-79,478.0,Incidence,4276338,All Races,11.2,Female,Thyroid,1999
75-79,603.0,Mortality,4331221,All Races,13.9,Female,Urinary Bladder,1999
75-79,2623.0,Incidence,4276338,All Races,61.3,Female,Urinary Bladder,1999
80-84,36020.0,Mortality,3079977,All Races,1169.5,Female,All Cancer Sites Combined,1999
80-84,60098.0,Incidence,3039863,All Races,1977.0,Female,All Cancer Sites Combined,1999
80-84,508.0,Mortality,3079977,All Races,16.5,Female,Brain and Other Nervous System,1999
80-84,597.0,Incidence,3039863,All Races,19.6,Female,Brain and Other Nervous System,1999
80-84,223.0,Mortality,3079977,All Races,7.2,Female,Cervix,1999
80-84,429.0,Incidence,3039863,All Races,14.1,Female,Cervix,1999
80-84,4572.0,Mortality,3079977,All Races,148.4,Female,Colon and Rectum,1999
80-84,10870.0,Incidence,3039863,All Races,357.6,Female,Colon and Rectum,1999
80-84,947.0,Mortality,3079977,All Races,30.7,Female,"Corpus and Uterus, NOS",1999
80-84,2720.0,Incidence,3039863,All Races,89.5,Female,"Corpus and Uterus, NOS",1999
80-84,394.0,Mortality,3079977,All Races,12.8,Female,Esophagus,1999
80-84,459.0,Incidence,3039863,All Races,15.1,Female,Esophagus,1999
80-84,4469.0,Mortality,3079977,All Races,145.1,Female,Female Breast,1999
80-84,14030.0,Incidence,3039863,All Races,461.5,Female,Female Breast,1999
80-84,1766.0,Incidence,3039863,All Races,58.1,Female,"Female Breast, <i>in situ</i>",1999
80-84,63.0,Mortality,3079977,All Races,2.0,Female,Hodgkin Lymphoma,1999
80-84,110.0,Incidence,3039863,All Races,3.6,Female,Hodgkin Lymphoma,1999
80-84,23.0,Incidence,3039863,All Races,0.8,Female,Kaposi Sarcoma,1999
80-84,613.0,Mortality,3079977,All Races,19.9,Female,Kidney and Renal Pelvis,1999
80-84,1236.0,Incidence,3039863,All Races,40.7,Female,Kidney and Renal Pelvis,1999
80-84,79.0,Mortality,3079977,All Races,2.6,Female,Larynx,1999
80-84,117.0,Incidence,3039863,All Races,3.8,Female,Larynx,1999
80-84,1482.0,Mortality,3079977,All Races,48.1,Female,Leukemias,1999
80-84,1679.0,Incidence,3039863,All Races,55.2,Female,Leukemias,1999
80-84,737.0,Mortality,3079977,All Races,23.9,Female,Liver and Intrahepatic Bile Duct,1999
80-84,566.0,Incidence,3039863,All Races,18.6,Female,Liver and Intrahepatic Bile Duct,1999
80-84,7767.0,Mortality,3079977,All Races,252.2,Female,Lung and Bronchus,1999
80-84,8465.0,Incidence,3039863,All Races,278.5,Female,Lung and Bronchus,1999
80-84,284.0,Mortality,3079977,All Races,9.2,Female,Melanomas of the Skin,1999
80-84,990.0,Incidence,3039863,All Races,32.6,Female,Melanomas of the Skin,1999
80-84,64.0,Mortality,3079977,All Races,2.1,Female,Mesothelioma,1999
80-84,85.0,Incidence,3039863,All Races,2.8,Female,Mesothelioma,1999
80-84,905.0,Mortality,3079977,All Races,29.4,Female,Myeloma,1999
80-84,957.0,Incidence,3039863,All Races,31.5,Female,Myeloma,1999
80-84,2001.0,Mortality,3079977,All Races,65.0,Female,Non-Hodgkin Lymphoma,1999
80-84,2900.0,Incidence,3039863,All Races,95.4,Female,Non-Hodgkin Lymphoma,1999
80-84,349.0,Mortality,3079977,All Races,11.3,Female,Oral Cavity and Pharynx,1999
80-84,872.0,Incidence,3039863,All Races,28.7,Female,Oral Cavity and Pharynx,1999
80-84,1732.0,Mortality,3079977,All Races,56.2,Female,Ovary,1999
80-84,1733.0,Incidence,3039863,All Races,57.0,Female,Ovary,1999
80-84,2343.0,Mortality,3079977,All Races,76.1,Female,Pancreas,1999
80-84,2275.0,Incidence,3039863,All Races,74.8,Female,Pancreas,1999
80-84,807.0,Mortality,3079977,All Races,26.2,Female,Stomach,1999
80-84,1182.0,Incidence,3039863,All Races,38.9,Female,Stomach,1999
80-84,114.0,Mortality,3079977,All Races,3.7,Female,Thyroid,1999
80-84,299.0,Incidence,3039863,All Races,9.8,Female,Thyroid,1999
80-84,706.0,Mortality,3079977,All Races,22.9,Female,Urinary Bladder,1999
80-84,2143.0,Incidence,3039863,All Races,70.5,Female,Urinary Bladder,1999
85+,42530.0,Mortality,2960708,All Races,1436.5,Female,All Cancer Sites Combined,1999
85+,55365.0,Incidence,2918829,All Races,1896.8,Female,All Cancer Sites Combined,1999
85+,416.0,Mortality,2960708,All Races,14.1,Female,Brain and Other Nervous System,1999
85+,436.0,Incidence,2918829,All Races,14.9,Female,Brain and Other Nervous System,1999
85+,329.0,Mortality,2960708,All Races,11.1,Female,Cervix,1999
85+,411.0,Incidence,2918829,All Races,14.1,Female,Cervix,1999
85+,7472.0,Mortality,2960708,All Races,252.4,Female,Colon and Rectum,1999
85+,11929.0,Incidence,2918829,All Races,408.7,Female,Colon and Rectum,1999
85+,999.0,Mortality,2960708,All Races,33.7,Female,"Corpus and Uterus, NOS",1999
