YEAR,RACE,SEX,SITE,EVENT_TYPE,AGE_ADJUSTED_RATE,COUNT,POPULATION,CRUDE_RATE
2015,All Races,Female,Cervix,Incidence,7.8,13165.0,162832151,8.1
2015,All Races,Female,Cervix,Mortality,2.3,4175.0,162832151,2.6
2016,All Races,Female,Cervix,Incidence,7.9,13346.0,163986062,8.1
2016,All Races,Female,Cervix,Mortality,2.2,4188.0,163986062,2.6
2017,All Races,Female,Cervix,Incidence,7.7,13177.0,165008683,8.0
2017,All Races,Female,Cervix,Mortality,2.2,4207.0,165008683,2.5
2018,All Races,Female,Cervix,Incidence,7.7,13153.0,165877686,7.9
2018,All Races,Female,Cervix,Mortality,2.2,4138.0,165877686,2.5
2019,All Races,Female,Cervix,Incidence,7.7,13228.0,166637617,7.9
2019,All Races,Female,Cervix,Mortality,2.2,4152.0,166637617,2.5
2020,All Races,Female,Cervix,Incidence,6.8,11542.0,162239308,7.1
2020,All Races,Female,Cervix,Mortality,2.2,4272.0,167227921,2.6
2000,All Races,Female,Chronic Lymphocytic,Incidence,3.2,5106.0,141865770,3.6
2000,All Races,Female,Chronic Lymphocytic,Mortality,1.1,1873.0,143719004,1.3
2001,All Races,Female,Chronic Lymphocytic,Incidence,3.4,5416.0,143603977,3.8
2001,All Races,Female,Chronic Lymphocytic,Mortality,1.1,1867.0,145077463,1.3
2002,All Races,Female,Chronic Lymphocytic,Incidence,3.4,5477.0,144919222,3.8
2002,All Races,Female,Chronic Lymphocytic,Mortality,1.1,1888.0,146394634,1.3
2003,All Races,Female,Chronic Lymphocytic,Incidence,3.5,5863.0,147679036,4.0
2003,All Races,Female,Chronic Lymphocytic,Mortality,1.1,1871.0,147679036,1.3
2004,All Races,Female,Chronic Lymphocytic,Incidence,3.6,6124.0,148977286,4.1
2004,All Races,Female,Chronic Lymphocytic,Mortality,1.0,1793.0,148977286,1.2
2005,All Races,Female,Chronic Lymphocytic,Incidence,3.7,6295.0,150319521,4.2
2005,All Races,Female,Chronic Lymphocytic,Mortality,1.0,1768.0,150319521,1.2
2006,All Races,Female,Chronic Lymphocytic,Incidence,3.7,6467.0,151732647,4.3
2006,All Races,Female,Chronic Lymphocytic,Mortality,1.0,1839.0,151732647,1.2
2007,All Races,Female,Chronic Lymphocytic,Incidence,3.5,6331.0,153166353,4.1
2007,All Races,Female,Chronic Lymphocytic,Mortality,1.0,1812.0,153166353,1.2
2008,All Races,Female,Chronic Lymphocytic,Incidence,3.6,6454.0,154604015,4.2
2008,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1772.0,154604015,1.1
2009,All Races,Female,Chronic Lymphocytic,Incidence,3.6,6595.0,155964075,4.2
2009,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1845.0,155964075,1.2
2010,All Races,Female,Chronic Lymphocytic,Incidence,3.7,6963.0,157249665,4.4
2010,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1784.0,157249665,1.1
2011,All Races,Female,Chronic Lymphocytic,Incidence,3.8,7240.0,158370501,4.6
2011,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1852.0,158370501,1.2
2012,All Races,Female,Chronic Lymphocytic,Incidence,3.7,7238.0,159480635,4.5
2012,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1761.0,159480635,1.1
2013,All Races,Female,Chronic Lymphocytic,Incidence,3.7,7424.0,160545893,4.6
2013,All Races,Female,Chronic Lymphocytic,Mortality,0.9,1871.0,160545893,1.2
2014,All Races,Female,Chronic Lymphocytic,Incidence,3.7,7622.0,161690519,4.7
2014,All Races,Female,Chronic Lymphocytic,Mortality,0.8,1781.0,161690519,1.1
2015,All Races,Female,Chronic Lymphocytic,Incidence,3.7,7724.0,162832151,4.7
2015,All Races,Female,Chronic Lymphocytic,Mortality,0.7,1593.0,162832151,1.0
2016,All Races,Female,Chronic Lymphocytic,Incidence,3.5,7522.0,163986062,4.6
2016,All Races,Female,Chronic Lymphocytic,Mortality,0.8,1745.0,163986062,1.1
2017,All Races,Female,Chronic Lymphocytic,Incidence,3.6,7759.0,165008683,4.7
2017,All Races,Female,Chronic Lymphocytic,Mortality,0.8,1776.0,165008683,1.1
2018,All Races,Female,Chronic Lymphocytic,Incidence,3.2,7219.0,165877686,4.4
2018,All Races,Female,Chronic Lymphocytic,Mortality,0.7,1662.0,165877686,1.0
2019,All Races,Female,Chronic Lymphocytic,Incidence,3.1,7045.0,166637617,4.2
2019,All Races,Female,Chronic Lymphocytic,Mortality,0.7,1693.0,166637617,1.0
2020,All Races,Female,Chronic Lymphocytic,Incidence,2.7,6158.0,162239308,3.8
2020,All Races,Female,Chronic Lymphocytic,Mortality,0.7,1706.0,167227921,1.0
2000,All Races,Female,Chronic Myeloid,Incidence,1.3,1938.0,141865770,1.4
2000,All Races,Female,Chronic Myeloid,Mortality,0.5,766.0,143719004,0.5
2001,All Races,Female,Chronic Myeloid,Incidence,1.3,2020.0,143603977,1.4
2001,All Races,Female,Chronic Myeloid,Mortality,0.5,749.0,145077463,0.5
2002,All Races,Female,Chronic Myeloid,Incidence,1.2,1903.0,144919222,1.3
2002,All Races,Female,Chronic Myeloid,Mortality,0.4,618.0,146394634,0.4
2003,All Races,Female,Chronic Myeloid,Incidence,1.2,2011.0,147679036,1.4
2003,All Races,Female,Chronic Myeloid,Mortality,0.3,547.0,147679036,0.4
2004,All Races,Female,Chronic Myeloid,Incidence,1.2,2030.0,148977286,1.4
2004,All Races,Female,Chronic Myeloid,Mortality,0.3,521.0,148977286,0.3
2005,All Races,Female,Chronic Myeloid,Incidence,1.3,2084.0,150319521,1.4
2005,All Races,Female,Chronic Myeloid,Mortality,0.3,493.0,150319521,0.3
2006,All Races,Female,Chronic Myeloid,Incidence,1.4,2275.0,151732647,1.5
2006,All Races,Female,Chronic Myeloid,Mortality,0.3,474.0,151732647,0.3
2007,All Races,Female,Chronic Myeloid,Incidence,1.3,2211.0,153166353,1.4
2007,All Races,Female,Chronic Myeloid,Mortality,0.2,447.0,153166353,0.3
2008,All Races,Female,Chronic Myeloid,Incidence,1.3,2225.0,154604015,1.4
2008,All Races,Female,Chronic Myeloid,Mortality,0.2,403.0,154604015,0.3
2009,All Races,Female,Chronic Myeloid,Incidence,1.4,2450.0,155964075,1.6
2009,All Races,Female,Chronic Myeloid,Mortality,0.2,443.0,155964075,0.3
2010,All Races,Female,Chronic Myeloid,Incidence,1.5,2592.0,157249665,1.6
2010,All Races,Female,Chronic Myeloid,Mortality,0.2,446.0,157249665,0.3
2011,All Races,Female,Chronic Myeloid,Incidence,1.5,2724.0,158370501,1.7
2011,All Races,Female,Chronic Myeloid,Mortality,0.3,494.0,158370501,0.3
2012,All Races,Female,Chronic Myeloid,Incidence,1.5,2807.0,159480635,1.8
2012,All Races,Female,Chronic Myeloid,Mortality,0.2,471.0,159480635,0.3
2013,All Races,Female,Chronic Myeloid,Incidence,1.6,2891.0,160545893,1.8
2013,All Races,Female,Chronic Myeloid,Mortality,0.2,411.0,160545893,0.3
2014,All Races,Female,Chronic Myeloid,Incidence,1.5,2891.0,161690519,1.8
2014,All Races,Female,Chronic Myeloid,Mortality,0.2,472.0,161690519,0.3
2015,All Races,Female,Chronic Myeloid,Incidence,1.6,3019.0,162832151,1.9
2015,All Races,Female,Chronic Myeloid,Mortality,0.2,465.0,162832151,0.3
2016,All Races,Female,Chronic Myeloid,Incidence,1.6,3069.0,163986062,1.9
2016,All Races,Female,Chronic Myeloid,Mortality,0.2,464.0,163986062,0.3
2017,All Races,Female,Chronic Myeloid,Incidence,1.6,3144.0,165008683,1.9
2017,All Races,Female,Chronic Myeloid,Mortality,0.2,531.0,165008683,0.3
2018,All Races,Female,Chronic Myeloid,Incidence,1.5,3053.0,165877686,1.8
2018,All Races,Female,Chronic Myeloid,Mortality,0.2,516.0,165877686,0.3
2019,All Races,Female,Chronic Myeloid,Incidence,1.5,3090.0,166637617,1.9
2019,All Races,Female,Chronic Myeloid,Mortality,0.2,518.0,166637617,0.3
2020,All Races,Female,Chronic Myeloid,Incidence,1.4,2812.0,162239308,1.7
2020,All Races,Female,Chronic Myeloid,Mortality,0.2,501.0,167227921,0.3
2000,All Races,Female,Colon and Rectum,Incidence,47.7,75488.0,141865770,53.2
2000,All Races,Female,Colon and Rectum,Mortality,17.5,28950.0,143719004,20.1
2001,All Races,Female,Colon and Rectum,Incidence,47.2,75849.0,143603977,52.8
2001,All Races,Female,Colon and Rectum,Mortality,17.1,28579.0,145077463,19.7
2002,All Races,Female,Colon and Rectum,Incidence,46.1,74935.0,144919222,51.7
2002,All Races,Female,Colon and Rectum,Mortality,16.6,28132.0,146394634,19.2
2003,All Races,Female,Colon and Rectum,Incidence,45.3,75403.0,147679036,51.1
2003,All Races,Female,Colon and Rectum,Mortality,16.2,27793.0,147679036,18.8
2004,All Races,Female,Colon and Rectum,Incidence,44.1,74264.0,148977286,49.8
2004,All Races,Female,Colon and Rectum,Mortality,15.3,26699.0,148977286,17.9
2005,All Races,Female,Colon and Rectum,Incidence,43.1,73768.0,150319521,49.1
2005,All Races,Female,Colon and Rectum,Mortality,14.8,26224.0,150319521,17.4
2006,All Races,Female,Colon and Rectum,Incidence,42.2,73253.0,151732647,48.3
2006,All Races,Female,Colon and Rectum,Mortality,14.7,26395.0,151732647,17.4
2007,All Races,Female,Colon and Rectum,Incidence,41.0,72285.0,153166353,47.2
2007,All Races,Female,Colon and Rectum,Mortality,14.4,26215.0,153166353,17.1
2008,All Races,Female,Colon and Rectum,Incidence,39.9,71647.0,154604015,46.3
2008,All Races,Female,Colon and Rectum,Mortality,14.0,25924.0,154604015,16.8
2009,All Races,Female,Colon and Rectum,Incidence,38.2,69660.0,155964075,44.7
2009,All Races,Female,Colon and Rectum,Mortality,13.3,25042.0,155964075,16.1
2010,All Races,Female,Colon and Rectum,Incidence,36.7,67895.0,157249665,43.2
2010,All Races,Female,Colon and Rectum,Mortality,13.0,24972.0,157249665,15.9
2011,All Races,Female,Colon and Rectum,Incidence,35.7,67228.0,158370501,42.4
2011,All Races,Female,Colon and Rectum,Mortality,12.8,24979.0,158370501,15.8
2012,All Races,Female,Colon and Rectum,Incidence,34.8,66499.0,159480635,41.7
2012,All Races,Female,Colon and Rectum,Mortality,12.4,24650.0,159480635,15.5
2013,All Races,Female,Colon and Rectum,Incidence,34.3,66840.0,160545893,41.6
2013,All Races,Female,Colon and Rectum,Mortality,12.1,24583.0,160545893,15.3
2014,All Races,Female,Colon and Rectum,Incidence,34.4,67927.0,161690519,42.0
2014,All Races,Female,Colon and Rectum,Mortality,11.9,24517.0,161690519,15.2
2015,All Races,Female,Colon and Rectum,Incidence,34.0,68202.0,162832151,41.9
2015,All Races,Female,Colon and Rectum,Mortality,11.9,24888.0,162832151,15.3
2016,All Races,Female,Colon and Rectum,Incidence,34.1,69197.0,163986062,42.2
2016,All Races,Female,Colon and Rectum,Mortality,11.5,24644.0,163986062,15.0
2017,All Races,Female,Colon and Rectum,Incidence,33.0,68224.0,165008683,41.3
2017,All Races,Female,Colon and Rectum,Mortality,11.4,24750.0,165008683,15.0
2018,All Races,Female,Colon and Rectum,Incidence,32.7,68533.0,165877686,41.3
2018,All Races,Female,Colon and Rectum,Mortality,11.0,24199.0,165877686,14.6
2019,All Races,Female,Colon and Rectum,Incidence,32.3,68625.0,166637617,41.2
2019,All Races,Female,Colon and Rectum,Mortality,10.8,24222.0,166637617,14.5
2020,All Races,Female,Colon and Rectum,Incidence,28.6,59389.0,162239308,36.6
2020,All Races,Female,Colon and Rectum,Mortality,10.5,23826.0,167227921,14.2
2000,All Races,Female,Colon excluding Rectum,Incidence,36.2,57672.0,141865770,40.7
2000,All Races,Female,Colon excluding Rectum,Mortality,15.2,25169.0,143719004,17.5
2001,All Races,Female,Colon excluding Rectum,Incidence,35.8,57938.0,143603977,40.3
2001,All Races,Female,Colon excluding Rectum,Mortality,14.8,24801.0,145077463,17.1
2002,All Races,Female,Colon excluding Rectum,Incidence,35.0,57295.0,144919222,39.5
2002,All Races,Female,Colon excluding Rectum,Mortality,14.3,24318.0,146394634,16.6
2003,All Races,Female,Colon excluding Rectum,Incidence,34.4,57573.0,147679036,39.0
2003,All Races,Female,Colon excluding Rectum,Mortality,14.0,23998.0,147679036,16.3
2004,All Races,Female,Colon excluding Rectum,Incidence,33.4,56494.0,148977286,37.9
2004,All Races,Female,Colon excluding Rectum,Mortality,13.1,22914.0,148977286,15.4
2005,All Races,Female,Colon excluding Rectum,Incidence,32.6,56157.0,150319521,37.4
2005,All Races,Female,Colon excluding Rectum,Mortality,12.6,22397.0,150319521,14.9
2006,All Races,Female,Colon excluding Rectum,Incidence,32.0,55689.0,151732647,36.7
2006,All Races,Female,Colon excluding Rectum,Mortality,12.5,22456.0,151732647,14.8
2007,All Races,Female,Colon excluding Rectum,Incidence,30.9,54813.0,153166353,35.8
2007,All Races,Female,Colon excluding Rectum,Mortality,12.2,22264.0,153166353,14.5
2008,All Races,Female,Colon excluding Rectum,Incidence,30.2,54438.0,154604015,35.2
2008,All Races,Female,Colon excluding Rectum,Mortality,11.8,21863.0,154604015,14.1
2009,All Races,Female,Colon excluding Rectum,Incidence,28.8,52696.0,155964075,33.8
2009,All Races,Female,Colon excluding Rectum,Mortality,11.1,21021.0,155964075,13.5
2010,All Races,Female,Colon excluding Rectum,Incidence,27.5,51138.0,157249665,32.5
2010,All Races,Female,Colon excluding Rectum,Mortality,10.8,20751.0,157249665,13.2
2011,All Races,Female,Colon excluding Rectum,Incidence,26.8,50672.0,158370501,32.0
2011,All Races,Female,Colon excluding Rectum,Mortality,10.6,20845.0,158370501,13.2
2012,All Races,Female,Colon excluding Rectum,Incidence,26.0,49966.0,159480635,31.3
2012,All Races,Female,Colon excluding Rectum,Mortality,10.3,20484.0,159480635,12.8
2013,All Races,Female,Colon excluding Rectum,Incidence,25.6,50114.0,160545893,31.2
2013,All Races,Female,Colon excluding Rectum,Mortality,10.1,20469.0,160545893,12.7
2014,All Races,Female,Colon excluding Rectum,Incidence,25.4,50644.0,161690519,31.3
2014,All Races,Female,Colon excluding Rectum,Mortality,9.9,20384.0,161690519,12.6
2015,All Races,Female,Colon excluding Rectum,Incidence,25.3,51023.0,162832151,31.3
2015,All Races,Female,Colon excluding Rectum,Mortality,9.8,20689.0,162832151,12.7
2016,All Races,Female,Colon excluding Rectum,Incidence,25.3,51784.0,163986062,31.6
2016,All Races,Female,Colon excluding Rectum,Mortality,9.5,20315.0,163986062,12.4
2017,All Races,Female,Colon excluding Rectum,Incidence,24.4,50915.0,165008683,30.9
2017,All Races,Female,Colon excluding Rectum,Mortality,9.3,20267.0,165008683,12.3
2018,All Races,Female,Colon excluding Rectum,Incidence,24.2,51278.0,165877686,30.9
2018,All Races,Female,Colon excluding Rectum,Mortality,9.0,19909.0,165877686,12.0
2019,All Races,Female,Colon excluding Rectum,Incidence,23.7,50998.0,166637617,30.6
2019,All Races,Female,Colon excluding Rectum,Mortality,8.7,19731.0,166637617,11.8
2020,All Races,Female,Colon excluding Rectum,Incidence,20.9,44035.0,162239308,27.1
2020,All Races,Female,Colon excluding Rectum,Mortality,8.4,19211.0,167227921,11.5
2000,All Races,Female,Corpus,Incidence,22.9,34308.0,141865770,24.2
2000,All Races,Female,Corpus,Mortality,2.0,3139.0,143719004,2.2
2001,All Races,Female,Corpus,Incidence,23.4,35813.0,143603977,24.9
2001,All Races,Female,Corpus,Mortality,2.0,3185.0,145077463,2.2
2002,All Races,Female,Corpus,Incidence,23.1,35964.0,144919222,24.8
2002,All Races,Female,Corpus,Mortality,1.9,3187.0,146394634,2.2
2003,All Races,Female,Corpus,Incidence,22.3,35793.0,147679036,24.2
2003,All Races,Female,Corpus,Mortality,2.0,3261.0,147679036,2.2
2004,All Races,Female,Corpus,Incidence,22.8,37337.0,148977286,25.1
2004,All Races,Female,Corpus,Mortality,1.9,3272.0,148977286,2.2
2005,All Races,Female,Corpus,Incidence,23.1,38520.0,150319521,25.6
2005,All Races,Female,Corpus,Mortality,1.9,3259.0,150319521,2.2
2006,All Races,Female,Corpus,Incidence,23.3,39636.0,151732647,26.1
2006,All Races,Female,Corpus,Mortality,2.0,3449.0,151732647,2.3
2007,All Races,Female,Corpus,Incidence,23.6,41067.0,153166353,26.8
2007,All Races,Female,Corpus,Mortality,1.9,3377.0,153166353,2.2
2008,All Races,Female,Corpus,Incidence,24.0,42626.0,154604015,27.6
2008,All Races,Female,Corpus,Mortality,1.9,3436.0,154604015,2.2
2009,All Races,Female,Corpus,Incidence,24.6,44539.0,155964075,28.6
2009,All Races,Female,Corpus,Mortality,1.8,3333.0,155964075,2.1
2010,All Races,Female,Corpus,Incidence,24.6,45607.0,157249665,29.0
2010,All Races,Female,Corpus,Mortality,1.9,3644.0,157249665,2.3
2011,All Races,Female,Corpus,Incidence,24.9,47016.0,158370501,29.7
2011,All Races,Female,Corpus,Mortality,1.9,3714.0,158370501,2.3
2012,All Races,Female,Corpus,Incidence,25.1,48481.0,159480635,30.4
2012,All Races,Female,Corpus,Mortality,1.9,3812.0,159480635,2.4
2013,All Races,Female,Corpus,Incidence,25.3,49807.0,160545893,31.0
2013,All Races,Female,Corpus,Mortality,1.9,3903.0,160545893,2.4
2014,All Races,Female,Corpus,Incidence,25.9,51887.0,161690519,32.1
2014,All Races,Female,Corpus,Mortality,2.0,4160.0,161690519,2.6
2015,All Races,Female,Corpus,Incidence,26.3,53586.0,162832151,32.9
2015,All Races,Female,Corpus,Mortality,2.1,4350.0,162832151,2.7
2016,All Races,Female,Corpus,Incidence,26.9,55787.0,163986062,34.0
2016,All Races,Female,Corpus,Mortality,2.5,5410.0,163986062,3.3
2017,All Races,Female,Corpus,Incidence,26.7,56435.0,165008683,34.2
2017,All Races,Female,Corpus,Mortality,2.7,5962.0,165008683,3.6
2018,All Races,Female,Corpus,Incidence,26.8,57367.0,165877686,34.6
2018,All Races,Female,Corpus,Mortality,2.8,6416.0,165877686,3.9
2019,All Races,Female,Corpus,Incidence,27.0,58632.0,166637617,35.2
2019,All Races,Female,Corpus,Mortality,3.0,6787.0,166637617,4.1
2020,All Races,Female,Corpus,Incidence,24.7,52880.0,162239308,32.6
2020,All Races,Female,Corpus,Mortality,3.1,7336.0,167227921,4.4
2000,All Races,Female,"Corpus and Uterus, NOS",Incidence,23.7,35543.0,141865770,25.1
2000,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.1,6585.0,143719004,4.6
2001,All Races,Female,"Corpus and Uterus, NOS",Incidence,24.2,37057.0,143603977,25.8
2001,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,6783.0,145077463,4.7
2002,All Races,Female,"Corpus and Uterus, NOS",Incidence,23.9,37242.0,144919222,25.7
2002,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,6853.0,146394634,4.7
2003,All Races,Female,"Corpus and Uterus, NOS",Incidence,23.1,37114.0,147679036,25.1
2003,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.1,6899.0,147679036,4.7
2004,All Races,Female,"Corpus and Uterus, NOS",Incidence,23.6,38594.0,148977286,25.9
2004,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.1,6990.0,148977286,4.7
2005,All Races,Female,"Corpus and Uterus, NOS",Incidence,23.9,39819.0,150319521,26.5
2005,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.1,7096.0,150319521,4.7
2006,All Races,Female,"Corpus and Uterus, NOS",Incidence,24.1,40901.0,151732647,27.0
2006,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,7384.0,151732647,4.9
2007,All Races,Female,"Corpus and Uterus, NOS",Incidence,24.4,42353.0,153166353,27.7
2007,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,7456.0,153166353,4.9
2008,All Races,Female,"Corpus and Uterus, NOS",Incidence,24.8,44064.0,154604015,28.5
2008,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,7675.0,154604015,5.0
2009,All Races,Female,"Corpus and Uterus, NOS",Incidence,25.4,46071.0,155964075,29.5
2009,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.2,7713.0,155964075,4.9
2010,All Races,Female,"Corpus and Uterus, NOS",Incidence,25.5,47112.0,157249665,30.0
2010,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.5,8402.0,157249665,5.3
2011,All Races,Female,"Corpus and Uterus, NOS",Incidence,25.8,48633.0,158370501,30.7
2011,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.5,8641.0,158370501,5.5
2012,All Races,Female,"Corpus and Uterus, NOS",Incidence,26.0,50104.0,159480635,31.4
2012,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.5,8911.0,159480635,5.6
2013,All Races,Female,"Corpus and Uterus, NOS",Incidence,26.2,51489.0,160545893,32.1
2013,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.6,9325.0,160545893,5.8
2014,All Races,Female,"Corpus and Uterus, NOS",Incidence,26.9,53751.0,161690519,33.2
2014,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.7,9727.0,161690519,6.0
2015,All Races,Female,"Corpus and Uterus, NOS",Incidence,27.3,55523.0,162832151,34.1
2015,All Races,Female,"Corpus and Uterus, NOS",Mortality,4.8,10096.0,162832151,6.2
2016,All Races,Female,"Corpus and Uterus, NOS",Incidence,27.8,57730.0,163986062,35.2
